output_protocol,component,model,cutoff_percent,n,exact_match,token_f1,sentencebert
oa_future,output,luna,95,265,0.1018867924528302,0.76106246785493,0.8536395509287996
oa_future,action,tuned_qwen,all,1590,0.5918238993710692,0.8636879005608196,0.8867647878778806
oa_future,action,tuned_qwen,25,265,0.5283018867924528,0.8500153718522198,0.8580785972892113
oa_future,action,tuned_qwen,40,265,0.5735849056603773,0.8559177657956792,0.8774700129369519
oa_future,action,tuned_qwen,55,265,0.6037735849056604,0.8659801359079938,0.8896313685853526
oa_future,action,tuned_qwen,70,265,0.6037735849056604,0.8685114041218369,0.8966268166618527
oa_future,action,tuned_qwen,85,265,0.6150943396226415,0.8706557642628675,0.8973847834006795
oa_future,action,tuned_qwen,95,265,0.6264150943396226,0.8710469614243199,0.9013971483932351
oa_future,action,qwen_base,all,1590,0.5371069182389937,0.8187061156872477,0.8753968829441371
oa_future,action,qwen_base,25,265,0.35094339622641507,0.6793768286221117,0.7837602999412788
oa_future,action,qwen_base,40,265,0.4377358490566038,0.7497493282398943,0.8417176317493871
oa_future,action,qwen_base,55,265,0.5283018867924528,0.8156389522427259,0.8816776135620081
oa_future,action,qwen_base,70,265,0.6,0.8718978924639302,0.9030549960316352
oa_future,action,qwen_base,85,265,0.6566037735849056,0.8996544755035321,0.923040361055788
oa_future,action,qwen_base,95,265,0.6490566037735849,0.8959192170512925,0.9191303953247251
oa_future,action,gpt4o,all,1590,0.5767295597484277,0.8141065712763826,0.8422681724266061
oa_future,action,gpt4o,25,265,0.38113207547169814,0.6450935647162063,0.6898853427115477
oa_future,action,gpt4o,40,265,0.5056603773584906,0.752347107818806,0.7854081884869989
oa_future,action,gpt4o,55,265,0.5886792452830188,0.8437846849167604,0.8692360515302082
oa_future,action,gpt4o,70,265,0.6490566037735849,0.8673211065663896,0.888952177819216
oa_future,action,gpt4o,85,265,0.6679245283018868,0.883636279862695,0.9058382814222912
oa_future,action,gpt4o,95,265,0.6679245283018868,0.8924566837774385,0.9142889925893748
oa_future,action,luna,all,1590,0.38427672955974845,0.7302641558301936,0.8123295859861299
oa_future,action,luna,25,265,0.18490566037735848,0.5600081888761134,0.707849264819667
oa_future,action,luna,40,265,0.2641509433962264,0.635648963196133,0.7535270867201517
oa_future,action,luna,55,265,0.37735849056603776,0.736297371391711,0.8263154565163379
oa_future,action,luna,70,265,0.4641509433962264,0.7891564410432335,0.8486136155308418
oa_future,action,luna,85,265,0.47924528301886793,0.8163389231313759,0.8584339748013694
oa_future,action,luna,95,265,0.5358490566037736,0.8441350473425945,0.8792381175284115
oa_future,future,tuned_qwen,all,918,0.434640522875817,0.8799152900925981,0.9027138542635509
oa_future,future,tuned_qwen,25,153,0.35947712418300654,0.8635798732947163,0.8818121466761321
oa_future,future,tuned_qwen,40,153,0.4117647058823529,0.8773891104159343,0.9010530971234141
oa_future,future,tuned_qwen,55,153,0.45751633986928103,0.8835980869315301,0.9035293101485259
oa_future,future,tuned_qwen,70,153,0.46405228758169936,0.891042410469655,0.9175118952015646
oa_future,future,tuned_qwen,85,153,0.45751633986928103,0.8860252198927607,0.9103957235423568
oa_future,future,tuned_qwen,95,153,0.45751633986928103,0.8778570395509923,0.9019809528893116
oa_future,future,qwen_base,all,918,0.22657952069716775,0.7592256619850399,0.8656513155935117
oa_future,future,qwen_base,25,153,0.1568627450980392,0.6796521464918235,0.7949672742606768
